;Unnamed: 0.1;EXPO;ft_23_categ;Identifiant;ft_2_categ;ft_4_categ;ft_5_categ;ft_6_categ;ft_19_categ;ft_21_categ;ft_24_categ;ft_18_categ_V;ft_18_categ_base;ft_18_categ_eff;ft_18_categ_effpi;ft_18_categ_pi;ft_22_categ_c_Ancien;ft_22_categ_c_Reconstruction;ft_22_categ_c_Annees-70;ft_22_categ_c_Recent-80;ft_22_categ_c_Moderne-90;superficief_petit;superficief_moyen;superficief_trés-grand;superficief_Géant;Insee;Frequence;"Fréquence moyenne de sinistres
mouvement de terrain";"Fréquence moyenne de sinistres
sécheresse";"Fréquence moyenne de sinistres
séisme";Périls
167;167;1.0;0.3;18008;2012;0;1;0;2;3;3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;93048;1;1.0;1.0;0.0;0.0
168;168;1.0;0.0;1431;2016;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;34003;10;0.0;0.0;0.0;0.0
169;169;0.99726776;0.0;13525;2016;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;05085;0;0.0;0.0;0.0;0.0
170;170;1.0;0.0;19002;2014;1;1;0;2;3;4;0;0;0;1;0;0;0;1;0;0;0;0;0;1;94052;1;1.0;1.0;0.0;0.0
171;171;1.0;0.6;5159;2013;1;1;0;2;2;3;0;0;0;1;0;0;0;0;0;1;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
172;172;1.0;0.0;16524;2012;1;1;0;2;3;8;0;0;0;1;0;0;0;1;0;0;0;0;0;1;92049;1;0.0;0.0;0.0;0.0
173;173;1.0;0.0;4214;2012;0;1;0;1;2;4;0;1;0;0;0;1;0;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
174;174;0.330601093;0.0;6953;2012;1;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;75056;1;1.0;1.0;0.0;0.0
175;175;0.99726776;0.0;19010;2016;1;1;0;2;2;4;0;0;0;1;0;0;1;0;0;0;0;0;0;1;95585;1;0.0;1.0;0.0;0.0
176;176;1.0;0.0;14543;2013;1;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;92026;1;1.0;0.0;0.0;0.0
177;177;1.0;0.0;12617;2012;1;1;0;1;2;3;0;1;0;0;0;1;0;0;0;0;1;0;0;0;51454;1;1.0;0.0;0.0;0.0
178;178;1.0;0.0;5588;2013;0;1;0;1;1;3;0;1;0;0;0;1;0;0;0;0;1;0;0;0;28085;1;1.0;1.0;0.0;0.0
179;179;1.0;0.0;16835;2014;0;1;0;2;3;3;0;1;0;0;0;0;0;0;0;1;0;1;0;0;59599;1;1.0;1.0;0.0;0.0
180;180;1.0;0.0;8518;2014;0;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;06029;10;1.0;1.0;0.0;0.0
181;181;0.493150685;0.0;9020;2014;0;1;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
182;182;1.0;0.0;16408;2015;0;1;0;2;1;2;0;0;0;1;0;0;0;0;0;1;0;0;0;1;13117;2;0.0;1.0;0.0;0.0
183;183;0.75136612;0.0;18355;2012;1;1;0;2;3;7;0;1;0;0;0;1;0;0;0;0;0;0;0;1;94067;0;0.0;0.0;0.0;0.0
184;184;1.0;0.0;7553;2016;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
185;185;1.0;0.0;13800;2014;1;1;0;2;1;6;0;0;0;1;0;0;0;0;0;1;0;0;1;0;73176;0;0.0;0.0;0.0;0.0
186;186;1.0;0.3;18518;2013;0;1;0;2;1;3;0;1;0;0;0;0;0;0;0;1;0;0;1;0;44069;1;0.0;0.0;0.0;0.0
187;187;1.0;0.0;6878;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;38185;0;0.0;0.0;0.0;0.0
188;188;1.0;0.0;13907;2016;1;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;94067;0;0.0;0.0;0.0;0.0
189;189;0.580821918;0.0;2371;2013;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;54547;1;1.0;1.0;0.0;0.0
190;190;1.0;0.0;16411;2014;0;1;0;1;2;3;0;1;0;0;0;0;0;0;0;1;0;0;1;0;68362;2;0.0;0.0;0.0;0.0
191;191;0.803278689;0.0;18264;2012;0;1;0;1;1;4;0;1;0;0;0;1;0;0;0;0;1;0;0;0;19272;1;1.0;0.0;0.0;0.0
192;192;1.0;0.0;15989;2012;1;1;0;2;3;2;0;1;0;0;0;1;0;0;0;0;0;0;1;0;94028;1;1.0;1.0;0.0;0.0
193;193;0.912568306;0.6;10833;2016;0;1;0;1;2;4;0;0;0;1;0;0;1;0;0;0;0;1;0;0;64102;2;1.0;1.0;0.0;0.0
194;194;0.747945205;0.3;15602;2014;1;1;0;2;2;3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;78092;1;0.0;2.0;0.0;0.0
195;195;1.0;0.0;19257;2015;0;1;0;2;2;4;0;0;0;1;0;1;0;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
196;196;1.0;0.0;1290;2014;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;88383;1;0.0;0.0;0.0;0.0
197;197;1.0;0.3;15731;2012;0;1;0;2;3;6;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2A004;2;0.0;0.0;0.0;0.0
198;198;1.0;0.3;3297;2014;0;1;0;2;2;5;0;1;0;0;0;0;0;0;0;1;0;1;0;0;62826;2;1.0;0.0;0.0;0.0
199;199;0.164383562;0.0;16958;2013;0;1;0;2;1;3;0;1;0;0;0;1;0;0;0;0;1;0;0;0;58194;1;0.0;1.0;0.0;0.0
200;200;1.0;0.3;1533;2012;1;1;0;2;1;4;0;0;0;0;1;0;0;0;0;1;0;0;1;0;74058;1;1.0;0.0;0.0;0.0
201;201;1.0;0.0;8391;2014;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;33063;1;1.0;1.0;0.0;0.0
202;202;1.0;0.0;14258;2012;1;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;77053;1;1.0;1.0;0.0;0.0
203;203;1.0;0.0;16342;2012;0;1;0;2;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;1;80688;2;0.0;0.0;0.0;0.0
204;204;1.0;0.0;4842;2012;0;1;0;2;2;6;0;1;0;0;0;0;0;1;0;0;0;0;0;1;38421;1;0.0;1.0;0.0;0.0
205;205;0.950684932;0.0;4446;2015;1;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;51454;1;1.0;0.0;0.0;0.0
206;206;1.0;0.0;6887;2015;1;1;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;92012;1;1.0;0.0;0.0;0.0
207;207;1.0;0.0;6525;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;66136;5;0.0;0.0;1.0;0.0
208;208;1.0;0.0;455;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;62193;1;1.0;0.0;0.0;0.0
209;209;1.0;0.0;8580;2013;1;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;06123;2;1.0;1.0;0.0;0.0
210;210;1.0;0.0;5167;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;43157;1;0.0;1.0;0.0;0.0
211;211;1.0;0.0;2209;2012;1;1;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;06159;5;1.0;1.0;0.0;0.0
212;212;1.0;0.0;18940;2013;1;1;0;2;2;5;0;0;0;1;0;0;0;0;1;0;0;0;1;0;13001;1;0.0;1.0;0.0;0.0
213;213;0.964480874;0.0;17832;2012;0;1;0;2;1;4;0;1;0;0;0;0;0;1;0;0;0;0;0;1;13056;1;0.0;5.0;0.0;0.0
214;214;1.0;0.6;19427;2015;0;1;0;2;2;7;0;1;0;0;0;0;0;0;0;1;0;0;0;1;31555;1;1.0;1.0;0.0;0.0
215;215;1.0;0.0;5400;2013;1;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;69264;2;0.0;1.0;0.0;0.0
216;216;0.471232877;0.0;2282;2014;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;62261;1;0.0;0.0;0.0;0.0
217;217;1.0;0.0;13932;2015;1;1;0;2;4;3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06088;2;1.0;1.0;0.0;0.0
218;218;1.0;0.0;9962;2016;0;1;0;2;2;4;0;0;0;0;1;0;0;0;0;1;0;0;0;1;90099;5;0.0;0.0;1.0;0.0
219;219;1.0;0.0;7824;2013;1;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;59295;5;1.0;1.0;0.0;0.0
220;220;0.284931507;0.3;9584;2013;0;1;0;2;1;4;0;0;0;1;0;0;0;1;0;0;0;0;0;1;74056;5;0.0;0.0;1.0;0.0
221;221;1.0;0.0;2756;2014;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;38416;1;0.0;0.0;0.0;0.0
222;222;1.0;0.0;5042;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;13055;5;0.0;1.0;0.0;1.0
223;223;1.0;0.0;7264;2014;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;86062;1;1.0;1.0;0.0;0.0
224;224;0.0;0.0;3826;2013;0;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;06088;2;1.0;1.0;0.0;0.0
225;225;1.0;0.3;3827;2012;0;1;0;2;2;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;13001;1;0.0;1.0;0.0;0.0
226;226;0.99726776;0.0;7041;2016;1;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;83062;2;0.0;2.0;0.0;0.0
227;227;1.0;0.0;11135;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;62160;2;1.0;1.0;0.0;0.0
228;228;1.0;0.3;17812;2012;0;1;0;2;3;4;0;1;0;0;0;0;1;0;0;0;0;0;1;0;59512;1;1.0;1.0;0.0;0.0
229;229;1.0;0.3;15870;2012;0;1;0;2;3;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;92020;1;0.0;1.0;0.0;0.0
230;230;1.0;0.0;18493;2013;0;1;0;2;4;8;0;0;0;0;1;1;0;0;0;0;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
231;231;0.99726776;0.0;9693;2016;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
232;232;1.0;0.0;8684;2013;0;1;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;75056;1;1.0;1.0;0.0;0.0
233;233;1.0;0.0;8628;2016;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;31079;0;0.0;20.0;0.0;0.0
234;234;1.0;0.0;1510;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;21231;1;0.0;1.0;0.0;0.0
235;235;0.99726776;0.0;815;2016;1;1;1;2;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;33069;1;1.0;1.0;0.0;0.0
236;236;1.0;0.0;13942;2013;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;38408;5;0.0;0.0;0.0;0.0
237;237;1.0;0.0;6302;2013;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;74056;5;0.0;0.0;1.0;0.0
238;238;1.0;0.0;6938;2013;1;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;13055;5;0.0;1.0;0.0;0.0
239;239;1.0;0.0;14872;2013;0;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;64483;1;1.0;1.0;0.0;0.0
240;240;1.0;0.0;12418;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;13055;5;0.0;1.0;0.0;1.0
241;241;0.41369863;0.0;5356;2014;1;1;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;92004;1;1.0;0.0;0.0;0.0
242;242;1.0;0.0;8523;2014;0;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;06029;10;1.0;1.0;0.0;0.0
243;243;1.0;0.0;11519;2015;0;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;30047;2;0.0;0.0;0.0;0.0
244;244;1.0;0.0;5487;2015;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;05110;0;0.0;0.0;0.0;0.0
245;245;1.0;0.0;11762;2014;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;74159;1;0.0;0.0;0.0;0.0
246;246;1.0;0.0;15860;2015;0;1;0;2;1;5;0;1;0;0;0;0;0;0;0;1;0;0;0;1;42149;10;0.0;0.0;0.0;0.0
247;247;1.0;0.0;17975;2012;0;1;0;2;3;5;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2B033;2;0.0;0.0;0.0;0.0
248;248;1.0;0.0;14015;2015;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;14118;5;1.0;0.0;0.0;0.0
249;249;0.99726776;0.0;16676;2016;1;1;0;2;3;4;0;0;0;1;0;0;0;1;0;0;0;0;0;1;92032;2;0.0;2.0;0.0;0.0
250;250;0.457534247;0.0;6936;2015;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;34172;5;0.0;1.0;0.0;0.0
251;251;1.0;0.0;12176;2016;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;06012;1;1.0;0.0;0.0;0.0
252;252;1.0;0.6;8468;2015;0;1;0;2;4;3;0;0;0;0;1;1;0;0;0;0;1;0;0;0;06159;5;1.0;1.0;0.0;0.0
253;253;1.0;0.0;18989;2013;1;1;0;2;2;3;0;1;0;0;0;0;1;0;0;0;0;0;1;0;77183;1;0.0;1.0;0.0;0.0
254;254;1.0;0.0;10629;2013;0;1;0;2;1;2;0;0;0;0;1;0;1;0;0;0;0;1;0;0;73064;0;0.0;0.0;0.0;0.0
255;255;1.0;0.0;10052;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
256;256;1.0;0.0;368;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;65440;1;0.0;1.0;0.0;0.0
257;257;1.0;0.0;16695;2012;1;1;0;2;3;5;0;0;0;0;1;1;0;0;0;0;0;0;1;0;94067;0;0.0;0.0;0.0;0.0
258;258;1.0;0.0;8069;2013;0;0;1;2;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;59350;2;1.0;0.0;0.0;0.0
259;259;1.0;0.0;13686;2014;0;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;33063;1;1.0;1.0;0.0;0.0
260;260;1.0;0.0;2775;2012;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13042;2;0.0;1.0;0.0;0.0
261;261;1.0;0.0;13465;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;83107;10;0.0;2.0;0.0;0.0
262;262;1.0;0.0;12938;2013;1;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;92026;1;1.0;0.0;0.0;0.0
263;263;0.0;0.0;9384;2015;1;0;1;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;13053;1;0.0;1.0;0.0;0.0
264;264;1.0;0.0;18938;2015;0;1;0;2;2;5;0;1;0;0;0;0;0;0;0;1;0;0;0;1;83090;5;0.0;0.0;0.0;0.0
265;265;1.0;0.0;17221;2013;1;1;0;2;3;8;0;0;0;1;0;0;1;0;0;0;0;0;0;1;94068;1;1.0;1.0;0.0;0.0
266;266;1.0;0.0;10054;2013;0;1;0;2;2;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
267;267;1.0;0.0;681;2013;0;1;1;2;4;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;75056;1;1.0;1.0;0.0;0.0
268;268;1.0;0.0;15760;2012;1;1;0;2;2;2;0;0;0;0;1;0;1;0;0;0;1;0;0;0;78172;1;1.0;0.0;0.0;0.0
269;269;1.0;0.0;16980;2016;1;1;0;2;4;7;0;0;0;1;0;0;1;0;0;0;0;0;0;1;06088;2;1.0;1.0;0.0;0.0
270;270;0.99726776;0.0;5141;2016;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;74220;1;0.0;0.0;1.0;0.0
271;271;1.0;0.0;1351;2015;1;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;69201;1;0.0;0.0;0.0;0.0
272;272;1.0;0.0;15771;2015;1;1;0;2;4;7;0;0;0;1;0;0;0;0;0;1;0;1;0;0;75056;1;1.0;1.0;0.0;0.0
273;273;1.0;0.0;17572;2013;1;1;0;2;3;4;0;0;0;0;1;0;1;0;0;0;0;0;1;0;94041;1;1.0;1.0;0.0;0.0
274;274;1.0;0.0;319;2013;0;1;0;2;1;5;0;0;0;0;1;0;1;0;0;0;0;0;0;1;63075;1;0.0;1.0;0.0;1.0
275;275;1.0;0.0;3272;2015;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;66136;5;0.0;0.0;1.0;0.0
276;276;1.0;0.3;8706;2013;0;1;0;2;1;3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;73267;0;0.0;0.0;0.0;0.0
277;277;1.0;0.3;17002;2012;0;1;0;1;1;3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;07102;1;0.0;0.0;0.0;0.0
278;278;1.0;0.0;2560;2015;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
279;279;1.0;0.0;16925;2014;0;1;0;2;2;4;0;0;0;1;0;0;0;1;0;0;0;1;0;0;64122;1;0.0;1.0;0.0;0.0
280;280;1.0;0.3;15909;2013;0;1;0;2;2;4;0;0;1;0;0;0;0;0;0;1;0;0;1;0;83126;1;0.0;0.0;0.0;0.0
281;281;1.0;0.0;3864;2015;0;1;0;2;3;4;0;1;0;0;0;1;0;0;0;0;0;0;0;1;54395;2;0.0;1.0;0.0;0.0
282;282;1.0;0.0;4286;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;04126;0;0.0;0.0;0.0;0.0
283;283;1.0;0.0;1034;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;74042;1;1.0;0.0;1.0;0.0
284;284;1.0;0.0;11557;2012;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
285;285;1.0;0.0;9543;2016;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
286;286;1.0;0.0;7976;2015;0;0;1;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;42094;2;0.0;0.0;0.0;0.0
287;287;1.0;0.0;18931;2013;0;1;0;2;1;6;0;1;0;0;0;0;0;1;0;0;0;0;1;0;10297;1;0.0;0.0;0.0;0.0
288;288;1.0;0.0;13682;2013;0;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;33063;1;1.0;1.0;0.0;0.0
289;289;1.0;0.0;5246;2015;0;0;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;21054;1;0.0;1.0;0.0;0.0
290;290;1.0;0.0;1808;2014;0;1;0;1;1;3;0;1;0;0;0;0;0;0;0;1;0;0;1;0;88075;1;0.0;0.0;0.0;0.0
291;291;1.0;0.0;16196;2012;1;1;0;2;3;5;0;0;0;1;0;0;0;1;0;0;0;0;1;0;92064;1;1.0;0.0;0.0;0.0
292;292;1.0;0.0;259;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;63113;1;1.0;1.0;0.0;0.0
293;293;1.0;0.0;13864;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;68224;1;1.0;0.0;0.0;0.0
294;294;0.846575342;0.3;217;2013;0;1;0;2;2;4;0;1;0;0;0;1;0;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
295;295;1.0;0.0;17126;2014;0;1;0;2;2;2;0;1;0;0;0;0;0;0;1;0;0;0;1;0;83036;2;0.0;0.0;0.0;0.0
296;296;1.0;0.0;15799;2012;0;1;0;2;2;5;0;1;0;0;0;1;0;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
297;297;1.0;0.0;9246;2013;1;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;59295;5;1.0;1.0;0.0;0.0
298;298;0.99726776;0.0;17773;2016;0;1;0;2;1;3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;35284;0;0.0;0.0;0.0;0.0
299;299;1.0;0.0;8086;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;62048;1;1.0;0.0;0.0;0.0
300;300;1.0;0.3;7222;2015;0;1;0;2;2;8;0;1;0;0;0;1;0;0;0;0;0;0;1;0;13055;5;0.0;1.0;0.0;0.0
301;301;1.0;0.0;189;2012;0;1;1;2;3;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;83137;1;1.0;1.0;0.0;0.0
302;302;1.0;0.0;8573;2014;0;1;0;2;4;6;0;0;0;0;1;0;0;0;1;0;0;0;0;1;06004;5;0.0;1.0;0.0;0.0
303;303;1.0;0.0;803;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;86194;1;1.0;1.0;0.0;0.0
304;304;0.482191781;0.0;158;2013;0;1;0;1;1;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;33009;2;1.0;0.0;0.0;0.0
305;305;0.375342466;0.0;8737;2013;0;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;06088;2;1.0;1.0;0.0;0.0
306;306;0.99726776;0.0;216;2016;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;14118;5;1.0;0.0;0.0;0.0
307;307;1.0;0.0;10859;2015;0;1;0;1;1;3;0;0;0;0;1;0;1;0;0;0;1;0;0;0;15012;0;0.0;0.0;0.0;0.0
308;308;1.0;0.0;10066;2015;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;83129;1;0.0;0.0;0.0;0.0
309;309;1.0;0.0;8703;2012;0;1;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;06029;10;1.0;1.0;0.0;0.0
310;310;0.832876712;0.0;18874;2013;1;1;0;2;3;7;0;0;0;0;1;1;0;0;0;0;0;0;0;1;94067;0;0.0;0.0;0.0;0.0
311;311;1.0;0.0;18762;2014;1;1;0;2;3;5;0;0;0;1;0;1;0;0;0;0;0;0;1;0;67482;1;1.0;0.0;0.0;0.0
312;312;1.0;0.0;12060;2014;1;1;0;2;4;10;0;0;0;1;0;0;0;1;0;0;0;0;0;1;75056;1;1.0;1.0;0.0;0.0
313;313;0.99726776;0.0;11512;2016;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;60159;5;1.0;0.0;0.0;0.0
314;314;1.0;0.0;13217;2012;0;0;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;71543;1;0.0;1.0;0.0;0.0
315;315;1.0;0.0;13881;2013;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
316;316;1.0;0.0;8472;2014;0;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;06159;5;1.0;1.0;0.0;2.0
317;317;1.0;0.0;4389;2013;1;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;95197;2;0.0;2.0;0.0;0.0
318;318;1.0;0.0;12576;2016;0;0;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;43157;1;0.0;1.0;0.0;0.0
319;319;0.493150685;0.0;4261;2014;1;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;75056;1;1.0;1.0;0.0;0.0
320;320;1.0;0.0;7812;2013;1;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;83069;5;0.0;1.0;0.0;0.0
321;321;1.0;0.0;13370;2013;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06012;1;1.0;0.0;0.0;0.0
322;322;1.0;0.0;3673;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;14341;1;0.0;0.0;0.0;0.0
323;323;1.0;0.0;14006;2014;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;67180;1;1.0;0.0;0.0;0.0
324;324;1.0;1.0;18320;2013;0;1;0;2;4;4;0;0;1;0;0;0;0;0;1;0;0;0;0;1;06088;2;1.0;1.0;0.0;0.0
325;325;1.0;0.0;14288;2016;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;35238;1;1.0;0.0;0.0;0.0
326;326;1.0;0.0;8650;2015;0;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;75056;1;1.0;1.0;0.0;0.0
327;327;0.177595628;0.0;11163;2016;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
328;328;1.0;0.0;4433;2013;0;1;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;92004;1;1.0;0.0;0.0;0.0
329;329;0.493150685;0.0;11536;2013;1;0;1;2;4;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
330;330;1.0;0.6;4137;2015;0;1;0;2;1;3;0;1;0;0;0;0;1;0;0;0;0;1;0;0;74225;1;0.0;0.0;5.0;0.0
331;331;1.0;0.0;11716;2013;0;1;0;2;2;3;0;0;0;1;0;1;0;0;0;0;0;1;0;0;26108;2;1.0;0.0;0.0;0.0
332;332;1.0;0.0;12786;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;34003;10;0.0;0.0;0.0;0.0
333;333;1.0;0.0;4653;2012;1;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;75056;1;1.0;1.0;0.0;0.0
334;334;1.0;0.0;9651;2016;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
335;335;1.0;0.0;6295;2015;1;1;0;2;4;5;0;0;0;1;0;1;0;0;0;0;0;1;0;0;75056;1;1.0;1.0;0.0;0.0
336;336;1.0;0.0;12142;2012;0;1;0;2;2;4;0;0;0;0;1;0;0;0;0;1;0;0;0;1;38337;0;0.0;0.0;0.0;0.0
337;337;0.99726776;0.3;15213;2016;0;1;0;2;3;3;0;0;0;1;0;0;0;0;0;1;0;0;0;1;92063;2;1.0;1.0;0.0;0.0
338;338;1.0;0.0;5882;2012;0;1;0;2;1;4;0;0;0;0;1;0;1;0;0;0;1;0;0;0;74256;1;1.0;0.0;1.0;0.0
