;Identifiant;ft_2_categ;EXPO;ft_4_categ;ft_5_categ;ft_6_categ;ft_7_categ;ft_8_categ;ft_9_categ;ft_10_categ;ft_11_categ;ft_12_categ;ft_13_categ;ft_14_categ;ft_15_categ;ft_16_categ;ft_17_categ;ft_18_categ;ft_19_categ;superficief;ft_21_categ;ft_23_categ;ft_24_categ;Insee;ft_22_categ_c;target
187;6878;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;530.0;2;0.0;0;38185;1980.0;0
188;13907;2016;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1176.0;3;0.0;0;94067;1960.0;1
189;2371;2013;0.580821918;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;1;0.0;0;54547;1960.0;0
190;16411;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;1057.0;2;0.0;3;68362;2002.0;0
191;18264;2012;0.803278689;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;1;400.0;1;0.0;4;19272;1940.0;0
192;15989;2012;1.0;1;V;N;1;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;base;2;2060.0;3;0.0;2;94028;1900.0;0
193;10833;2016;0.912568306;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;1;645.0;2;0.6;4;64102;1965.0;0
194;15602;2014;0.747945205;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;426.0;2;0.3;3;78092;1965.0;0
195;19257;2015;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;650.0;2;0.0;4;13203;1900.0;0
196;1290;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2250.0;1;0.0;0;88383;1988.0;0
197;15731;2012;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;3100.0;3;0.3;6;2A004;1970.0;1
198;3297;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;750.0;2;0.3;5;62826;1990.0;0
199;16958;2013;0.164383562;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;275.0;1;0.0;3;58194;1900.0;0
200;1533;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;2073.0;1;0.3;4;74058;1990.0;0
201;8391;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;570.0;1;0.0;0;33063;1960.0;0
202;14258;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1680.0;2;0.0;0;77053;1988.0;0
203;16342;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;2350.0;2;0.0;2;80688;1990.0;0
204;4842;2012;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;4200.0;2;0.0;6;38421;1967.0;0
205;4446;2015;0.950684932;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1280.0;2;0.0;0;51454;1960.0;0
206;6887;2015;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1535.0;3;0.0;0;92012;1960.0;1
207;6525;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;2;0.0;0;66136;1988.0;0
208;455;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;7200.0;2;0.0;0;62193;1980.0;0
209;8580;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2500.0;4;0.0;0;06123;1965.1201847262896;1
210;5167;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3140.0;1;0.0;0;43157;1980.0;1
211;2209;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2186.0;4;0.0;0;06159;1980.0;1
212;18940;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;1200.0;2;0.0;5;13001;1980.0;1
213;17832;2012;0.964480874;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;3580.0;1;0.0;4;13056;1974.0;1
214;19427;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2500.0;2;0.6;7;31555;2000.0;1
215;5400;2013;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;605.0;2;0.0;0;69264;1965.1201847262896;0
216;2282;2014;0.471232877;0;V;V;V;V;V;V;V;V;V;V;V;V;O;base;2;465.0;2;0.0;0;62917;1980.0;0
217;13932;2015;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;412.0;4;0.0;3;06088;1960.0;0
218;9962;2016;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;3890.0;2;0.0;4;90099;1995.0;0
219;7824;2013;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;910.0;2;0.0;0;59295;1988.0;0
220;9584;2013;0.284931507;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;2450.0;1;0.3;4;74056;1975.0;0
221;2756;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2200.0;2;0.0;0;38416;1980.0;1
222;5042;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2400.0;2;0.0;0;13208;1960.0;1
223;7264;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;O;base;2;1800.0;1;0.0;0;86062;1988.0;1
224;3826;2013;0.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;700.0;4;0.0;0;06088;1965.1201847262896;0
225;3827;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;2060.0;2;0.3;3;13001;1970.0;0
226;7041;2016;0.99726776;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1000.0;2;0.0;0;83062;1960.0;0
227;11135;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1650.0;2;0.0;0;62160;1980.0;0
228;17812;2012;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;1800.0;3;0.3;4;59512;1950.0;0
229;15870;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;eff;2;225.0;3;0.3;2;92020;1950.0;0
230;18493;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;1975.0;4;0.0;8;75108;1900.0;0
231;9693;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;2;0.0;0;13206;1960.0;1
232;8684;2013;1.0;0;O;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1000.0;4;0.0;0;75119;1965.1201847262896;0
233;8628;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;2;0.0;0;31079;1965.1201847262896;0
234;1510;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;938.0;2;0.0;0;21231;1960.0;0
235;815;2016;0.99726776;1;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;375.0;3;0.0;0;33069;1965.1201847262896;0
236;13942;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;140.0;2;0.0;0;38408;1960.0;0
237;6302;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1250.0;1;0.0;0;74056;1988.0;0
238;6938;2013;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;16859.0;2;0.0;0;13213;1980.0;0
239;14872;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;3;0.0;0;64483;1960.0;0
240;12418;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2450.0;2;0.0;0;13206;1960.0;1
241;5356;2014;0.41369863;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;662.0;3;0.0;0;92004;1960.0;1
242;8523;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;300.0;4;0.0;0;06029;1965.1201847262896;0
243;11519;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;2;0.0;0;30047;1980.0;0
244;5487;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;850.0;1;0.0;0;05110;1980.0;0
245;11762;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;420.0;1;0.0;0;74159;1960.0;0
246;15860;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;3350.0;1;0.0;5;42149;1997.0;0
247;17975;2012;1.0;0;V;N;3;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;850.0;3;0.0;5;2B033;1945.0;0
248;14015;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3930.0;2;0.0;0;14118;1960.0;0
249;16676;2016;0.99726776;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;4392.0;3;0.0;4;92032;1970.0;0
250;6936;2015;0.457534247;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1200.0;2;0.0;0;34172;1960.0;0
251;12176;2016;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;4;0.0;0;06012;1960.0;1
252;8468;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;480.0;4;0.6;3;06159;1940.0;0
253;18989;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1120.0;2;0.0;3;77183;1955.0;0
254;10629;2013;1.0;0;V;N;V;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;600.0;1;0.0;2;73064;1960.0;0
255;10052;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;960.0;2;0.0;0;13206;1965.1201847262896;0
256;368;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;580.0;2;0.0;0;65440;1980.0;0
257;16695;2012;1.0;1;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;pi;2;1320.0;3;0.0;5;94067;1900.0;0
258;8069;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;432.0;3;0.0;0;59350;1965.1201847262896;0
259;13686;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;516.0;3;0.0;0;33063;1960.0;0
260;2775;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;210.0;1;0.0;0;13042;1960.0;0
261;13465;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1186.0;2;0.0;0;83107;1988.0;0
262;12938;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1880.0;3;0.0;0;92026;1960.0;1
263;9384;2015;0.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;8.0;1;0.0;0;13053;1965.1201847262896;0
264;18938;2015;1.0;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;3286.0;2;0.0;5;83090;2012.0;0
265;17221;2013;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;2500.0;3;0.0;8;94068;1950.0;0
266;10054;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;370.0;2;0.0;3;13209;1960.0;0
267;681;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;100.0;4;0.0;0;75112;1965.1201847262896;0
268;15760;2012;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;378.0;2;0.0;2;78172;1950.0;0
269;16980;2016;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;3780.0;4;0.0;7;06088;1953.0;1
270;5141;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3800.0;1;0.0;0;74220;1988.0;1
271;1351;2015;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;285.0;2;0.0;0;69201;1965.1201847262896;0
272;15771;2015;1.0;1;V;N;2;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;effpi;2;850.0;4;0.0;7;75115;1991.0;0
273;17572;2013;1.0;1;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;pi;2;1957.0;3;0.0;4;94041;1950.0;1
274;319;2013;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;3910.0;1;0.0;5;63075;1960.0;1
275;3272;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1500.0;2;0.0;0;66136;1980.0;0
276;8706;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;450.0;1;0.3;3;73267;1960.0;0
277;17002;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;300.0;1;0.3;3;07102;1950.0;0
278;2560;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;720.0;2;0.0;0;13203;1960.0;0
279;16925;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;950.0;2;0.0;4;64122;1976.0;1
280;15909;2013;1.0;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;eff;2;1100.0;2;0.3;4;83126;1989.0;0
281;3864;2015;1.0;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;2450.0;3;0.0;4;54395;1870.0;1
282;4286;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1592.0;2;0.0;0;04126;1980.0;0
283;1034;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2800.0;1;0.0;0;74042;1980.0;0
284;11557;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2000.0;4;0.0;0;75109;1960.0;1
285;9543;2016;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;200.0;2;0.0;0;13202;1960.0;0
286;7976;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;320.0;1;0.0;0;42094;1965.1201847262896;0
287;18931;2013;1.0;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;1650.0;1;0.0;6;10297;1967.0;0
288;13682;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;550.0;3;0.0;0;33063;1960.0;1
289;5246;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1200.0;1;0.0;0;21054;1980.0;0
290;1808;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;1075.0;1;0.0;3;88075;1988.0;1
291;16196;2012;1.0;1;V;N;3;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;effpi;2;2057.0;3;0.0;5;92064;1970.0;0
292;259;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3950.0;1;0.0;0;63113;1980.0;1
293;13864;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;540.0;2;0.0;0;68224;1960.0;0
294;217;2013;0.846575342;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;500.0;2;0.3;4;13201;1940.0;0
295;17126;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1750.0;2;0.0;2;83036;1980.0;0
296;15799;2012;1.0;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;650.0;2;0.0;5;13201;1900.0;0
297;9246;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;804.0;2;0.0;0;59295;1965.1201847262896;0
298;17773;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2700.0;1;0.0;3;35284;2011.0;0
299;8086;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;2;0.0;0;62048;1965.1201847262896;0
300;7222;2015;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2100.0;2;0.3;8;13207;1900.0;1
301;189;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;792.0;3;0.0;0;83137;1980.0;0
302;8573;2014;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;2200.0;4;0.0;6;06004;1980.0;0
303;803;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;975.0;1;0.0;0;86194;1988.0;0
304;158;2013;0.482191781;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;295.0;1;0.0;2;33009;1910.0;0
305;8737;2013;0.375342466;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2123.0;4;0.0;0;06088;1965.1201847262896;0
306;216;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1837.0;2;0.0;0;14118;1980.0;0
307;10859;2015;1.0;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;1;400.0;1;0.0;3;15012;1965.0;0
308;10066;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;764.0;2;0.0;0;83129;1980.0;0
309;8703;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1180.0;4;0.0;0;06029;1980.0;0
310;18874;2013;0.832876712;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;3170.0;3;0.0;7;94067;1900.0;1
311;18762;2014;1.0;1;V;N;3;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;1125.0;3;0.0;5;67482;1900.0;0
312;12060;2014;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;18270.0;4;0.0;10;75113;1967.0;1
313;11512;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;990.0;2;0.0;0;60159;1980.0;0
314;13217;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4260.0;1;0.0;0;71543;1980.0;1
315;13881;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;600.0;2;0.0;0;13203;1960.0;0
316;8472;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;783.0;4;0.0;0;06159;1965.1201847262896;1
317;4389;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;2;0.0;0;95197;1965.1201847262896;0
318;12576;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;914.0;1;0.0;0;43157;1980.0;0
319;4261;2014;0.493150685;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;814.0;4;0.0;0;75109;1965.1201847262896;0
320;7812;2013;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;10100.0;2;0.0;0;83069;1960.0;1
321;13370;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;380.0;4;0.0;0;06012;1960.0;0
322;3673;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2079.0;2;0.0;0;14341;1988.0;0
323;14006;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;840.0;2;0.0;0;67180;1988.0;0
324;18320;2013;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;eff;2;2600.0;4;1.0;4;06088;1979.0;0
325;14288;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;1;0.0;0;35238;1960.0;0
326;8650;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;700.0;4;0.0;0;75102;1965.1201847262896;0
327;11163;2016;0.177595628;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;730.0;2;0.0;0;13208;1960.0;0
328;4433;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1418.0;3;0.0;0;92004;1960.0;0
329;11536;2013;0.493150685;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2056.0;4;0.0;0;75113;1988.0;0
330;4137;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;573.0;1;0.6;3;74225;1960.0;0
331;11716;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;600.0;2;0.0;3;26108;1850.0;0
332;12786;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3357.0;2;0.0;0;34003;1988.0;0
333;4653;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1000.0;4;0.0;0;75110;1960.0;0
334;9651;2016;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;2;0.0;0;13204;1960.0;0
335;6295;2015;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;981.0;4;0.0;5;75118;1900.0;1
336;12142;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;2500.0;2;0.0;4;38337;2005.0;0
337;15213;2016;0.99726776;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;11760.0;3;0.3;3;92063;1987.0;0
338;5882;2012;1.0;0;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;pi;2;290.0;1;0.0;4;74256;1959.0;0
339;5039;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;2;0.0;0;13201;1960.0;0
340;17329;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;960.0;2;0.0;3;77470;2008.0;0
341;7237;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1200.0;1;0.0;0;13056;1988.0;0
342;6481;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;1920.0;2;0.0;6;13001;1960.0;0
343;13719;2014;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1759.0;3;0.0;0;92026;1960.0;0
344;1160;2014;0.082191781;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;6320.0;1;0.0;0;86194;1980.0;0
345;13603;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;234.0;3;0.0;0;33063;1960.0;0
346;7352;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;2;0.0;0;13203;1960.0;0
347;7575;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;230.0;3;0.6;2;93053;1994.0;0
348;11490;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1672.0;2;0.0;0;38517;1988.0;0
349;4822;2013;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;1802.0;4;0.0;9;75118;1900.0;0
350;18975;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;1560.0;2;0.0;2;64430;2006.0;0
351;19442;2014;0.843835616;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;300.0;1;0.6;2;01305;1900.0;0
352;19164;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;400.0;3;0.3;3;59350;1930.0;0
353;8600;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;245.0;4;0.0;0;06029;1965.1201847262896;0
354;15510;2014;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1800.0;1;0.0;5;63075;2009.0;0
355;9162;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1179.0;3;0.0;0;92048;1965.1201847262896;0
356;2524;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;3;0.0;0;54395;1960.0;0
357;15266;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;450.0;2;0.0;4;83009;1977.0;1
358;2656;2014;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1130.0;2;0.0;0;51454;1960.0;0
359;6841;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1900.0;1;0.0;0;71270;1960.0;0
360;310;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;445.0;2;0.0;0;62193;1960.0;0
361;18797;2012;0.43442623;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;1972.0;2;0.0;4;95197;1999.0;0
362;2800;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4429.0;2;0.0;0;68278;1980.0;1
363;15472;2012;1.0;1;V;N;3;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;effpi;2;1460.0;4;0.0;6;75116;1900.0;1
364;18577;2013;1.0;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2100.0;2;0.0;4;80228;2011.0;0
365;3588;2013;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1170.0;1;0.0;5;05177;1972.0;0
366;15600;2013;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1500.0;3;0.3;4;2A004;1960.0;0
367;11651;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1660.0;4;0.0;0;06029;1965.1201847262896;1
368;12006;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1100.0;4;0.0;5;06029;1960.0;1
369;18146;2014;1.0;0;V;N;3;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;base;2;815.0;2;0.6;3;68067;1800.0;0
370;5802;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;720.0;2;0.0;0;26362;1960.0;0
371;19960;2016;0.237704918;1;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;2;1000.0;1;0.0;4;19031;1976.0;0
372;12621;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1200.0;2;0.0;0;83130;1980.0;0
373;5902;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4250.0;1;0.0;0;42186;1980.0;0
374;10355;2016;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;870.0;2;0.0;3;83098;1960.0;0
375;17670;2016;0.99726776;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1956.0;2;0.0;4;83009;1960.0;1
376;3100;2015;1.0;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;3612.0;2;0.0;9;26362;1959.0;0
